Frequency (Hz)	Level (dB)
850.561523	-59.607780
851.234436	-60.182178
851.907349	-61.996319
852.580261	-62.801037
853.253174	-64.655449
853.926086	-67.072998
854.598999	-66.450249
855.271912	-66.344193
855.944824	-63.785309
856.617737	-62.239372
857.290649	-61.884613
857.963562	-60.493130
858.636475	-60.624523
859.309387	-60.826889
859.982300	-60.355110
860.655212	-61.272480
861.328125	-61.228355
862.001038	-61.058678
862.673950	-62.084145
863.346863	-61.851246
864.019775	-62.284435
864.692688	-63.375546
865.365601	-63.152287
866.038513	-63.714512
866.711426	-64.916420
867.384338	-64.420212
868.057251	-65.468369
868.730164	-66.600723
869.403076	-65.898018
870.075989	-66.974785
870.748901	-67.615852
871.421814	-66.516281
872.094727	-67.868202
872.767639	-68.196037
873.440552	-67.390549
874.113464	-68.838585
874.786377	-69.586182
875.459290	-69.570915
876.132202	-72.705048
876.805115	-73.405655
877.478027	-72.861847
878.150940	-75.134644
878.823853	-73.579735
879.496765	-72.224785
880.169678	-72.300850
880.842590	-69.756744
881.515503	-68.852287
882.188416	-69.362137
882.861328	-67.856361
883.534241	-66.991684
884.207153	-67.657890
884.880066	-66.865570
885.552979	-67.150345
886.225891	-68.412338
886.898804	-67.480377
887.571716	-67.940079
888.244629	-69.541313
888.917542	-69.367371
889.590454	-70.585320
890.263367	-71.617622
890.936279	-70.197899
891.609192	-71.975426
892.282104	-74.111702
892.955017	-73.791687
893.627930	-74.870872
894.300842	-73.644981
894.973755	-72.364975
895.646667	-74.761284
896.319580	-76.419044
896.992493	-73.183662
897.665405	-72.774033
898.338318	-72.752884
899.011230	-70.634201
899.684143	-71.018204
900.357056	-71.443802
901.029968	-69.578232
901.702881	-70.217255
902.375793	-70.898895
903.048706	-70.417900
903.721619	-71.182053
904.394531	-71.318153
905.067444	-70.172089
905.740356	-71.434944
906.413269	-71.967224
907.086182	-71.371834
907.759094	-72.507271
908.432007	-72.935638
909.104919	-73.543404
909.777832	-77.336449
910.450745	-78.181831
911.123657	-74.918755
911.796570	-70.223412
912.469482	-69.443710
913.142395	-68.468056
913.815308	-66.593475
914.488220	-66.746010
915.161133	-66.238457
915.834045	-65.201126
916.506958	-66.714500
917.179871	-67.146912
917.852783	-67.921082
918.525696	-70.363541
919.198608	-69.637520
919.871521	-70.526711
920.544434	-71.389862
921.217346	-70.546127
921.890259	-71.991737
922.563171	-70.204971
923.236084	-69.410294
923.908997	-69.874062
924.581909	-68.050095
925.254822	-68.521774
925.927734	-67.827858
926.600647	-66.364769
927.273560	-66.699776
927.946472	-65.792709
928.619385	-65.612656
929.292297	-66.435219
929.965210	-66.177177
930.638123	-66.648605
931.311035	-67.528252
931.983948	-66.777870
932.656860	-67.454842
933.329773	-67.557213
934.002686	-66.866577
934.675598	-67.428062
935.348511	-67.215797
936.021423	-66.922859
936.694336	-67.622070
937.367249	-67.150497
938.040161	-66.921593
938.713074	-67.657570
939.385986	-67.507324
940.058899	-68.031250
940.731812	-68.814308
941.404724	-68.231812
942.077637	-68.309738
942.750549	-68.238480
943.423462	-67.518288
944.096375	-68.087547
944.769287	-68.286690
945.442200	-68.092461
946.115112	-69.026215
946.788025	-68.626472
947.460938	-68.475906
948.133850	-68.656624
948.806763	-67.031013
949.479675	-66.399277
950.152588	-65.307716
950.825500	-63.803345
951.498413	-63.315796
952.171326	-62.422802
952.844238	-61.529476
953.517151	-61.444145
954.190063	-60.810936
954.862976	-60.608829
955.535889	-60.813969
956.208801	-60.555344
956.881714	-60.559261
957.554626	-60.834888
958.227539	-60.392841
958.900452	-60.562229
959.573364	-60.532059
960.246277	-60.230366
960.919189	-60.163639
961.592102	-60.113159
962.265015	-59.698044
962.937927	-59.935329
963.610840	-59.780754
964.283752	-59.541645
964.956665	-59.672684
965.629578	-59.641712
966.302490	-59.532215
966.975403	-60.088837
967.648315	-60.290241
968.321228	-60.624348
968.994141	-61.522923
969.667053	-62.093822
970.339966	-62.833984
971.012878	-64.300728
971.685791	-64.909134
972.358704	-65.973366
973.031616	-67.497581
973.704529	-67.713661
974.377441	-68.871086
975.050354	-70.030045
975.723267	-69.961166
976.396179	-71.334343
977.069092	-72.017006
977.742004	-71.254730
978.414917	-72.622719
979.087830	-72.601212
979.760742	-73.039978
980.433655	-75.017357
981.106567	-74.795044
981.779480	-73.989258
982.452393	-75.531143
983.125305	-75.657372
983.798218	-77.637817
984.471130	-79.965790
985.144043	-78.576668
985.816956	-77.083961
986.489868	-74.951195
987.162781	-75.331390
987.835693	-74.671127
988.508606	-72.094757
989.181519	-71.125587
989.854431	-70.109657
990.527344	-68.012657
991.200256	-68.005707
991.873169	-67.286957
992.546082	-66.165169
993.218994	-66.398773
993.891907	-66.133507
994.564819	-65.385284
995.237732	-66.106476
995.910645	-66.019585
996.583557	-65.791000
997.256470	-66.816399
997.929382	-66.745087
998.602295	-66.967125
999.275208	-68.657654
999.948120	-68.929726
1000.621033	-69.666039
1001.293945	-71.995949
1001.966858	-71.306709
1002.639771	-72.806671
1003.312683	-74.134712
1003.985596	-72.880836
1004.658508	-73.766678
1005.331421	-72.204567
1006.004333	-71.551895
1006.677246	-72.933472
1007.350159	-71.559837
1008.023071	-71.435860
1008.695984	-71.816910
1009.368896	-70.054337
1010.041809	-70.890076
1010.714722	-71.414986
1011.387634	-70.790482
1012.060547	-72.089462
1012.733459	-72.044914
1013.406372	-71.236389
1014.079285	-72.798454
1014.752197	-72.312813
1015.425110	-72.816322
1016.098022	-74.249588
1016.770935	-73.438469
1017.443848	-73.606262
1018.116760	-75.223099
1018.789673	-74.736763
1019.462585	-77.231712
1020.135498	-77.987411
1020.808411	-77.414818
1021.481323	-78.321465
1022.154236	-76.550591
1022.827148	-76.549606
1023.500061	-77.629227
1024.172974	-76.845917
1024.845886	-76.978035
1025.518799	-76.313705
1026.191711	-74.216019
1026.864624	-74.347374
1027.537537	-73.218704
1028.210449	-73.031418
1028.883362	-73.366508
1029.556274	-73.029243
1030.229187	-72.206528
1030.902100	-72.752960
1031.575012	-71.518738
1032.247925	-71.470566
1032.920837	-71.594719
1033.593750	-71.088387
1034.266663	-70.718193
1034.939575	-71.004646
1035.612488	-69.970154
1036.285400	-70.335747
1036.958313	-70.112869
1037.631226	-69.890045
1038.304138	-70.594673
1038.977051	-71.119408
1039.649963	-70.832024
1040.322876	-72.288963
1040.995789	-71.531860
1041.668701	-71.590477
1042.341614	-71.578148
1043.014526	-70.033195
1043.687439	-69.175850
1044.360352	-68.723946
1045.033264	-67.261627
1045.706177	-67.187416
1046.379089	-66.417366
1047.052002	-65.594955
1047.724915	-65.423904
1048.397827	-64.836395
1049.070740	-63.991768
1049.743652	-64.038116
1050.416565	-63.388737
1051.089478	-63.041462
1051.762390	-63.200527
1052.435303	-62.988064
1053.108215	-62.895176
1053.781128	-63.529415
1054.454041	-63.591534
1055.126953	-64.024940
1055.799866	-64.764122
1056.472778	-64.745476
1057.145691	-64.984520
1057.818604	-65.266930
1058.491516	-64.763031
1059.164429	-64.790138
1059.837341	-64.685722
1060.510254	-64.049255
1061.183167	-64.015579
1061.856079	-63.750427
1062.528992	-63.342022
1063.201904	-63.374588
1063.874817	-63.259502
1064.547729	-62.947933
1065.220642	-63.225868
1065.893555	-63.133461
1066.566467	-63.143059
1067.239380	-63.339447
1067.912292	-63.417103
1068.585205	-63.226746
1069.258118	-63.599220
1069.931030	-63.542870
1070.603943	-63.666660
1071.276855	-64.027534
1071.949768	-64.298401
1072.622681	-64.385101
1073.295593	-65.012917
1073.968506	-65.329353
1074.641418	-65.718613
1075.314331	-66.641769
1075.987244	-67.095657
1076.660156	-67.365234
1077.333069	-68.372314
1078.005981	-68.297768
1078.678894	-68.697029
1079.351807	-69.593323
1080.024719	-69.319748
1080.697632	-69.724907
1081.370544	-70.120049
1082.043457	-69.139786
1082.716370	-69.315681
1083.389282	-68.433174
1084.062195	-67.513268
1084.735107	-67.523064
1085.408020	-66.725365
1086.080933	-66.007401
1086.753845	-66.078636
1087.426758	-65.398956
1088.099670	-65.053482
1088.772583	-65.207367
1089.445496	-64.830116
1090.118408	-64.910965
1090.791321	-65.264061
1091.464233	-65.178452
1092.137146	-65.429451
1092.810059	-65.913513
1093.482971	-65.760094
1094.155884	-66.236717
1094.828796	-66.627846
1095.501709	-66.653976
1096.174622	-66.988335
1096.847534	-67.637657
1097.520447	-67.725128
1098.193359	-68.672760
1098.866272	-69.587379
1099.539185	-70.141937
1100.212097	-71.181686
1100.885010	-72.156342
1101.557922	-71.795044
1102.230835	-72.710365
1102.903748	-72.350700
1103.576660	-72.004997
1104.249573	-72.817589
1104.922485	-72.299545
1105.595398	-72.047165
1106.268311	-73.004272
1106.941223	-72.794815
1107.614136	-73.479111
1108.287048	-75.391556
1108.959961	-75.676643
1109.632874	-77.100014
1110.305786	-78.465088
1110.978699	-77.548721
1111.651611	-78.701370
1112.324524	-79.699509
1112.997437	-78.722305
1113.670349	-81.040550
1114.343262	-81.062859
1115.016174	-81.394577
1115.689087	-83.115685
1116.362000	-81.039001
1117.034912	-80.730827
1117.707825	-80.762428
1118.380737	-78.022285
1119.053650	-78.874687
1119.726563	-77.464920
1120.399475	-75.651306
1121.072388	-75.325508
1121.745300	-74.038437
1122.418213	-72.834732
1123.091125	-73.452003
1123.764038	-72.484291
1124.436951	-72.641983
1125.109863	-73.070869
1125.782776	-73.055779
1126.455688	-72.942413
1127.128601	-74.102638
1127.801514	-73.671043
1128.474426	-74.042824
1129.147339	-74.546875
1129.820251	-73.697441
1130.493164	-73.885201
1131.166077	-73.992821
1131.838989	-72.841850
1132.511902	-72.980476
1133.184814	-72.426155
1133.857727	-71.257324
1134.530640	-71.219231
1135.203552	-70.067627
1135.876465	-69.409111
1136.549377	-69.131165
1137.222290	-68.622574
1137.895203	-68.229111
1138.568115	-68.221756
1139.241028	-68.114914
1139.913940	-67.943039
1140.586853	-68.187469
1141.259766	-68.150940
1141.932678	-67.945770
1142.605591	-68.041382
1143.278503	-68.176987
1143.951416	-68.157936
1144.624329	-68.677628
1145.297241	-68.934021
1145.970154	-68.987106
1146.643066	-69.385178
1147.315979	-69.444084
1147.988892	-69.011520
1148.661804	-68.769279
1149.334717	-67.772400
1150.007629	-66.756958
1150.680542	-66.159805
1151.353455	-65.178780
1152.026367	-64.561607
1152.699280	-64.129745
1153.372192	-63.507744
1154.045105	-63.238621
1154.718018	-63.222717
1155.390930	-63.069462
1156.063843	-63.129227
1156.736755	-63.564945
1157.409668	-64.020424
1158.082581	-64.472939
1158.755493	-65.331238
1159.428406	-65.888573
1160.101318	-66.618820
1160.774231	-67.630157
1161.447144	-67.840591
1162.120056	-68.016090
1162.792969	-68.297997
1163.465881	-68.016243
1164.138794	-67.937714
1164.811707	-68.051865
1165.484619	-67.857269
1166.157532	-68.035553
1166.830444	-68.316231
1167.503357	-68.304321
1168.176270	-68.483620
1168.849182	-69.395988
1169.522095	-69.487259
1170.195007	-70.174286
1170.867920	-71.276718
1171.540833	-71.270905
1172.213745	-71.705559
1172.886658	-72.256447
1173.559570	-71.526009
1174.232483	-71.660301
1174.905396	-71.538033
1175.578308	-71.113167
1176.251221	-71.455605
1176.924133	-71.785156
1177.597046	-71.556671
1178.269958	-71.932953
1178.942871	-72.633759
1179.615784	-72.059807
1180.288696	-73.283714
1180.961609	-73.364273
1181.634521	-73.414093
1182.307434	-74.195396
1182.980347	-73.817245
1183.653259	-73.638641
1184.326172	-73.744064
1184.999084	-73.502258
1185.671997	-73.093803
1186.344910	-73.847878
1187.017822	-73.369873
1187.690735	-73.337776
1188.363647	-74.423126
1189.036560	-73.477623
1189.709473	-73.890266
1190.382385	-73.649590
1191.055298	-73.380424
1191.728210	-73.850136
1192.401123	-74.426674
1193.074036	-74.507530
1193.746948	-75.184708
1194.419861	-76.585938
1195.092773	-76.331711
1195.765686	-77.601875
1196.438599	-76.857582
1197.111511	-75.476990
1197.784424	-74.473396
1198.457336	-72.385651
1199.130249	-70.730713
1199.803162	-69.780701
1200.476074	-68.312256
1201.148987	-67.349808
1201.821899	-66.990280
1202.494812	-66.129463
1203.167725	-66.029854
1203.840637	-66.005417
1204.513550	-65.577782
1205.186462	-65.613358
1205.859375	-65.823372
1206.532288	-65.928444
1207.205200	-66.294746
1207.878113	-67.029037
1208.551025	-67.045334
1209.223938	-67.682556
1209.896851	-68.200722
1210.569763	-68.104408
1211.242676	-68.583900
1211.915588	-68.560265
1212.588501	-68.433052
1213.261414	-68.289124
1213.934326	-68.159569
1214.607239	-67.818214
1215.280151	-67.607056
1215.953064	-67.756622
1216.625977	-67.696632
1217.298889	-67.995819
1217.971802	-68.818092
1218.644714	-69.045898
1219.317627	-69.852028
1219.990540	-70.342773
1220.663452	-70.484741
1221.336365	-71.091530
1222.009277	-70.871353
1222.682190	-71.049049
1223.355103	-71.550110
1224.028015	-72.059540
1224.700928	-72.556343
1225.373840	-72.665573
1226.046753	-72.928589
1226.719666	-72.392677
1227.392578	-72.450989
1228.065491	-71.754082
1228.738403	-71.075218
1229.411316	-71.322380
1230.084229	-70.255386
1230.757141	-69.711914
1231.430054	-68.485992
1232.102966	-67.177269
1232.775879	-65.839828
1233.448792	-64.648941
1234.121704	-63.642204
1234.794617	-62.731522
1235.467529	-62.185757
1236.140442	-61.648933
1236.813354	-61.366714
1237.486267	-61.278725
1238.159180	-61.332390
1238.832092	-61.563328
1239.505005	-61.917297
1240.177917	-62.353909
1240.850830	-62.744415
1241.523743	-63.363785
1242.196655	-63.724136
1242.869568	-64.186897
1243.542480	-64.713341
1244.215393	-65.016815
1244.888306	-65.726852
1245.561218	-66.069023
1246.234131	-66.547752
1246.907043	-66.903206
1247.579956	-67.042259
1248.252869	-67.598816
1248.925781	-67.696716
1249.598694	-68.331482
1250.271606	-68.945999
1250.944519	-69.669991
1251.617432	-70.789948
1252.290344	-71.703278
1252.963257	-73.242683
1253.636169	-74.259621
1254.309082	-76.302383
1254.981995	-78.196022
1255.654907	-80.105713
1256.327820	-83.549080
1257.000732	-84.565216
1257.673645	-87.066032
1258.346558	-85.371567
1259.019470	-86.001312
1259.692383	-84.043846
1260.365295	-84.366127
1261.038208	-81.696449
1261.711121	-81.079964
1262.384033	-79.524902
1263.056946	-78.066467
1263.729858	-76.685547
1264.402771	-74.893387
1265.075684	-74.640610
1265.748596	-73.548988
1266.421509	-72.924240
1267.094421	-72.612572
1267.767334	-71.974281
1268.440247	-72.234138
1269.113159	-71.798965
1269.786072	-71.872597
1270.458984	-71.684464
1271.131897	-71.307785
1271.804810	-72.181305
1272.477722	-72.067703
1273.150635	-72.731750
1273.823547	-73.480682
1274.496460	-73.837563
1275.169373	-75.177788
1275.842285	-75.219383
1276.515198	-75.229668
1277.188110	-74.759193
1277.861023	-73.557930
1278.533936	-73.167015
1279.206848	-71.895844
1279.879761	-71.175011
1280.552673	-70.228539
1281.225586	-68.938354
1281.898499	-68.676422
1282.571411	-67.905807
1283.244324	-67.587593
1283.917236	-67.459297
1284.590149	-66.967079
1285.263062	-66.900818
1285.935974	-66.655281
1286.608887	-66.678009
1287.281799	-66.781128
1287.954712	-66.956497
1288.627625	-67.142159
1289.300537	-67.237175
1289.973450	-67.241882
1290.646362	-67.168739
1291.319275	-67.345901
1291.992188	-67.392807
1292.665100	-67.747795
1293.338013	-67.868629
1294.010925	-68.412537
1294.683838	-68.589371
1295.356750	-68.729370
1296.029663	-69.350655
1296.702576	-69.285950
1297.375488	-70.087555
1298.048401	-70.459457
1298.721313	-71.272865
1299.394226	-72.693825
1300.067139	-73.329819
1300.740051	-75.158852
1301.412964	-76.290581
1302.085876	-77.966522
1302.758789	-79.414398
1303.431702	-80.417206
1304.104614	-81.689812
1304.777527	-80.951851
1305.450439	-80.944420
1306.123352	-79.057549
1306.796265	-79.336067
1307.469177	-78.215729
